Serial No.,MQ2,Gas,Gaseus state
943,740,Perfume,943_Perfume
944,739,Perfume,944_Perfume
945,739,Perfume,945_Perfume
946,739,Perfume,946_Perfume
947,738,Perfume,947_Perfume
948,738,Perfume,948_Perfume
949,738,Perfume,949_Perfume
950,738,Perfume,950_Perfume
951,739,Perfume,951_Perfume
952,740,Perfume,952_Perfume
953,738,Perfume,953_Perfume
954,738,Perfume,954_Perfume
955,739,Perfume,955_Perfume
956,740,Perfume,956_Perfume
957,739,Perfume,957_Perfume
958,740,Perfume,958_Perfume
959,740,Perfume,959_Perfume
960,739,Perfume,960_Perfume
961,739,Perfume,961_Perfume
962,738,Perfume,962_Perfume
963,737,Perfume,963_Perfume
964,736,Perfume,964_Perfume
965,747,Perfume,965_Perfume
966,747,Perfume,966_Perfume
967,747,Perfume,967_Perfume
968,747,Perfume,968_Perfume
969,746,Perfume,969_Perfume
970,746,Perfume,970_Perfume
971,745,Perfume,971_Perfume
972,745,Perfume,972_Perfume
973,745,Perfume,973_Perfume
974,745,Perfume,974_Perfume
975,745,Perfume,975_Perfume
976,744,Perfume,976_Perfume
977,743,Perfume,977_Perfume
978,742,Perfume,978_Perfume
979,742,Perfume,979_Perfume
980,740,Perfume,980_Perfume
981,739,Perfume,981_Perfume
982,738,Perfume,982_Perfume
983,738,Perfume,983_Perfume
984,738,Perfume,984_Perfume
985,738,Perfume,985_Perfume
986,739,Perfume,986_Perfume
987,735,Perfume,987_Perfume
988,736,Perfume,988_Perfume
989,735,Perfume,989_Perfume
990,737,Perfume,990_Perfume
991,801,Perfume,991_Perfume
992,802,Perfume,992_Perfume
993,804,Perfume,993_Perfume
994,803,Perfume,994_Perfume
995,803,Perfume,995_Perfume
996,805,Perfume,996_Perfume
997,805,Perfume,997_Perfume
998,806,Perfume,998_Perfume
999,808,Perfume,999_Perfume
1000,806,Perfume,1000_Perfume
1001,804,Perfume,1001_Perfume
1002,802,Perfume,1002_Perfume
1003,801,Perfume,1003_Perfume
1004,747,Perfume,1004_Perfume
1005,747,Perfume,1005_Perfume
1006,745,Perfume,1006_Perfume
1007,746,Perfume,1007_Perfume
1008,743,Perfume,1008_Perfume
1009,744,Perfume,1009_Perfume
1010,745,Perfume,1010_Perfume
1011,744,Perfume,1011_Perfume
1012,745,Perfume,1012_Perfume
1013,743,Perfume,1013_Perfume
1014,743,Perfume,1014_Perfume
1015,744,Perfume,1015_Perfume
1016,745,Perfume,1016_Perfume
1017,744,Perfume,1017_Perfume
1018,744,Perfume,1018_Perfume
1019,742,Perfume,1019_Perfume
1020,740,Perfume,1020_Perfume
1021,741,Perfume,1021_Perfume
1022,741,Perfume,1022_Perfume
1023,739,Perfume,1023_Perfume
1024,739,Perfume,1024_Perfume
1025,739,Perfume,1025_Perfume
1026,739,Perfume,1026_Perfume
1027,740,Perfume,1027_Perfume
1028,739,Perfume,1028_Perfume
1029,739,Perfume,1029_Perfume
1030,740,Perfume,1030_Perfume
1031,800,Perfume,1031_Perfume
1032,801,Perfume,1032_Perfume
1033,802,Perfume,1033_Perfume
1034,803,Perfume,1034_Perfume
1035,804,Perfume,1035_Perfume
1036,750,Perfume,1036_Perfume
1037,748,Perfume,1037_Perfume
1038,748,Perfume,1038_Perfume
1039,748,Perfume,1039_Perfume
1040,747,Perfume,1040_Perfume
1041,748,Perfume,1041_Perfume
1042,745,Perfume,1042_Perfume
1043,746,Perfume,1043_Perfume
1044,746,Perfume,1044_Perfume
1045,745,Perfume,1045_Perfume
1046,746,Perfume,1046_Perfume
1047,745,Perfume,1047_Perfume
1048,744,Perfume,1048_Perfume
1049,744,Perfume,1049_Perfume
1050,743,Perfume,1050_Perfume
1051,743,Perfume,1051_Perfume
1052,743,Perfume,1052_Perfume
1053,744,Perfume,1053_Perfume
1054,741,Perfume,1054_Perfume
1055,742,Perfume,1055_Perfume
1056,741,Perfume,1056_Perfume
1057,740,Perfume,1057_Perfume
1058,741,Perfume,1058_Perfume
1059,739,Perfume,1059_Perfume
1060,738,Perfume,1060_Perfume
1061,735,Perfume,1061_Perfume
1062,738,Perfume,1062_Perfume
1063,805,Perfume,1063_Perfume
1064,806,Perfume,1064_Perfume
1065,806,Perfume,1065_Perfume
1066,808,Perfume,1066_Perfume
1067,807,Perfume,1067_Perfume
1068,805,Perfume,1068_Perfume
1069,805,Perfume,1069_Perfume
1070,805,Perfume,1070_Perfume
1071,805,Perfume,1071_Perfume
1072,807,Perfume,1072_Perfume
1073,808,Perfume,1073_Perfume
1074,808,Perfume,1074_Perfume
1075,809,Perfume,1075_Perfume
1076,808,Perfume,1076_Perfume
1077,807,Perfume,1077_Perfume
1078,806,Perfume,1078_Perfume
1079,806,Perfume,1079_Perfume
1080,805,Perfume,1080_Perfume
1081,803,Perfume,1081_Perfume
1082,755,Perfume,1082_Perfume
1083,757,Perfume,1083_Perfume
1084,755,Perfume,1084_Perfume
1085,753,Perfume,1085_Perfume
1086,754,Perfume,1086_Perfume
1087,753,Perfume,1087_Perfume
1088,753,Perfume,1088_Perfume
1089,753,Perfume,1089_Perfume
1090,753,Perfume,1090_Perfume
1091,753,Perfume,1091_Perfume
1092,753,Perfume,1092_Perfume
1093,751,Perfume,1093_Perfume
1094,753,Perfume,1094_Perfume
1095,751,Perfume,1095_Perfume
1096,751,Perfume,1096_Perfume
1097,750,Perfume,1097_Perfume
1098,751,Perfume,1098_Perfume
1099,750,Perfume,1099_Perfume
1100,750,Perfume,1100_Perfume
1101,749,Perfume,1101_Perfume
1102,747,Perfume,1102_Perfume
1103,745,Perfume,1103_Perfume
1104,746,Perfume,1104_Perfume
1105,747,Perfume,1105_Perfume
1106,746,Perfume,1106_Perfume
1107,747,Perfume,1107_Perfume
1108,748,Perfume,1108_Perfume
1109,804,Perfume,1109_Perfume
1110,805,Perfume,1110_Perfume
1111,807,Perfume,1111_Perfume
1112,807,Perfume,1112_Perfume
1113,808,Perfume,1113_Perfume
1114,808,Perfume,1114_Perfume
1115,810,Perfume,1115_Perfume
1116,809,Perfume,1116_Perfume
1117,810,Perfume,1117_Perfume
1118,810,Perfume,1118_Perfume
1119,810,Perfume,1119_Perfume
1120,810,Perfume,1120_Perfume
1121,808,Perfume,1121_Perfume
1122,808,Perfume,1122_Perfume
1123,808,Perfume,1123_Perfume
1124,809,Perfume,1124_Perfume
1125,809,Perfume,1125_Perfume
1126,809,Perfume,1126_Perfume
1127,810,Perfume,1127_Perfume
1128,810,Perfume,1128_Perfume
1129,809,Perfume,1129_Perfume
1130,808,Perfume,1130_Perfume
1131,806,Perfume,1131_Perfume
1132,803,Perfume,1132_Perfume
1133,804,Perfume,1133_Perfume
1134,802,Perfume,1134_Perfume
1135,755,Perfume,1135_Perfume
1136,754,Perfume,1136_Perfume
1137,753,Perfume,1137_Perfume
1138,753,Perfume,1138_Perfume
1139,753,Perfume,1139_Perfume
1140,753,Perfume,1140_Perfume
1141,752,Perfume,1141_Perfume
1142,753,Perfume,1142_Perfume
1143,752,Perfume,1143_Perfume
1144,750,Perfume,1144_Perfume
1145,751,Perfume,1145_Perfume
1146,750,Perfume,1146_Perfume
1147,750,Perfume,1147_Perfume
1148,749,Perfume,1148_Perfume
1149,748,Perfume,1149_Perfume
1150,748,Perfume,1150_Perfume
1151,748,Perfume,1151_Perfume
1152,747,Perfume,1152_Perfume
1153,747,Perfume,1153_Perfume
1154,745,Perfume,1154_Perfume
1155,744,Perfume,1155_Perfume
1156,744,Perfume,1156_Perfume
1157,743,Perfume,1157_Perfume
1158,743,Perfume,1158_Perfume
1159,743,Perfume,1159_Perfume
1160,747,Perfume,1160_Perfume
1161,805,Perfume,1161_Perfume
1162,808,Perfume,1162_Perfume
1163,807,Perfume,1163_Perfume
1164,809,Perfume,1164_Perfume
1165,810,Perfume,1165_Perfume
1166,810,Perfume,1166_Perfume
1167,811,Perfume,1167_Perfume
1168,811,Perfume,1168_Perfume
1169,810,Perfume,1169_Perfume
1170,808,Perfume,1170_Perfume
1171,807,Perfume,1171_Perfume
1172,809,Perfume,1172_Perfume
1173,812,Perfume,1173_Perfume
1174,813,Perfume,1174_Perfume
1175,812,Perfume,1175_Perfume
1176,809,Perfume,1176_Perfume
1177,810,Perfume,1177_Perfume
1178,809,Perfume,1178_Perfume
1179,808,Perfume,1179_Perfume
1180,807,Perfume,1180_Perfume
1181,734,Perfume,1181_Perfume
1182,732,Perfume,1182_Perfume
1183,732,Perfume,1183_Perfume
1184,731,Perfume,1184_Perfume
1185,730,Perfume,1185_Perfume
1186,730,Perfume,1186_Perfume
1187,729,Perfume,1187_Perfume
1188,729,Perfume,1188_Perfume
1189,730,Perfume,1189_Perfume
1190,730,Perfume,1190_Perfume
1191,730,Perfume,1191_Perfume
1192,729,Perfume,1192_Perfume
1193,729,Perfume,1193_Perfume
1194,730,Perfume,1194_Perfume
1195,728,Perfume,1195_Perfume
1196,728,Perfume,1196_Perfume
1197,728,Perfume,1197_Perfume
1198,728,Perfume,1198_Perfume
1199,727,Perfume,1199_Perfume
1200,726,Perfume,1200_Perfume
1201,726,Perfume,1201_Perfume
1202,726,Perfume,1202_Perfume
1203,729,Perfume,1203_Perfume
1204,743,Perfume,1204_Perfume
1205,750,Perfume,1205_Perfume
1206,750,Perfume,1206_Perfume
1207,753,Perfume,1207_Perfume
1208,807,Perfume,1208_Perfume
1209,806,Perfume,1209_Perfume
1210,808,Perfume,1210_Perfume
1211,806,Perfume,1211_Perfume
1212,807,Perfume,1212_Perfume
1213,806,Perfume,1213_Perfume
1214,804,Perfume,1214_Perfume
1215,802,Perfume,1215_Perfume
1216,799,Perfume,1216_Perfume
1217,799,Perfume,1217_Perfume
1218,798,Perfume,1218_Perfume
1219,796,Perfume,1219_Perfume
1220,796,Perfume,1220_Perfume
1221,795,Perfume,1221_Perfume
1222,794,Perfume,1222_Perfume
1223,729,Perfume,1223_Perfume
1224,731,Perfume,1224_Perfume
1225,730,Perfume,1225_Perfume
1226,729,Perfume,1226_Perfume
1227,728,Perfume,1227_Perfume
1228,728,Perfume,1228_Perfume
1229,726,Perfume,1229_Perfume
1230,726,Perfume,1230_Perfume
1231,725,Perfume,1231_Perfume
1232,724,Perfume,1232_Perfume
1233,724,Perfume,1233_Perfume
1234,723,Perfume,1234_Perfume
1235,723,Perfume,1235_Perfume
1236,723,Perfume,1236_Perfume
1237,721,Perfume,1237_Perfume
1238,722,Perfume,1238_Perfume
1239,722,Perfume,1239_Perfume
1240,721,Perfume,1240_Perfume
1241,720,Perfume,1241_Perfume
1242,719,Perfume,1242_Perfume
1243,721,Perfume,1243_Perfume
1244,720,Perfume,1244_Perfume
1245,720,Perfume,1245_Perfume
1246,719,Perfume,1246_Perfume
1247,718,Perfume,1247_Perfume
1248,719,Perfume,1248_Perfume
1249,717,Perfume,1249_Perfume
1250,717,Perfume,1250_Perfume
1251,726,Perfume,1251_Perfume
1252,725,Perfume,1252_Perfume
1253,726,Perfume,1253_Perfume
1254,727,Perfume,1254_Perfume
1255,725,Perfume,1255_Perfume
1256,726,Perfume,1256_Perfume
1257,726,Perfume,1257_Perfume
1258,725,Perfume,1258_Perfume
1259,727,Perfume,1259_Perfume
1260,726,Perfume,1260_Perfume
1261,725,Perfume,1261_Perfume
1262,725,Perfume,1262_Perfume
1263,728,Perfume,1263_Perfume
1264,724,Perfume,1264_Perfume
1265,725,Perfume,1265_Perfume
1266,726,Perfume,1266_Perfume
1267,726,Perfume,1267_Perfume
1268,724,Perfume,1268_Perfume
1269,725,Perfume,1269_Perfume
1270,724,Perfume,1270_Perfume
1271,723,Perfume,1271_Perfume
1272,722,Perfume,1272_Perfume
1273,723,Perfume,1273_Perfume
1274,722,Perfume,1274_Perfume
1275,719,Perfume,1275_Perfume
1276,723,Perfume,1276_Perfume
1277,750,Perfume,1277_Perfume
1278,761,Perfume,1278_Perfume
1279,764,Perfume,1279_Perfume
1280,769,Perfume,1280_Perfume
1281,770,Perfume,1281_Perfume
1282,774,Perfume,1282_Perfume
1283,775,Perfume,1283_Perfume
1284,775,Perfume,1284_Perfume
1285,773,Perfume,1285_Perfume
1286,769,Perfume,1286_Perfume
1287,803,Perfume,1287_Perfume
1288,804,Perfume,1288_Perfume
1289,804,Perfume,1289_Perfume
1290,804,Perfume,1290_Perfume
1291,805,Perfume,1291_Perfume
1292,807,Perfume,1292_Perfume
1293,806,Perfume,1293_Perfume
1294,806,Perfume,1294_Perfume
1295,805,Perfume,1295_Perfume
1296,802,Perfume,1296_Perfume
1297,803,Perfume,1297_Perfume
1298,802,Perfume,1298_Perfume
1299,803,Perfume,1299_Perfume
1300,803,Perfume,1300_Perfume
1301,802,Perfume,1301_Perfume
1302,800,Perfume,1302_Perfume
1303,796,Perfume,1303_Perfume
1304,793,Perfume,1304_Perfume
1305,791,Perfume,1305_Perfume
1306,719,Perfume,1306_Perfume
1307,718,Perfume,1307_Perfume
1308,717,Perfume,1308_Perfume
1309,719,Perfume,1309_Perfume
1310,718,Perfume,1310_Perfume
1311,718,Perfume,1311_Perfume
1312,719,Perfume,1312_Perfume
1313,720,Perfume,1313_Perfume
1314,719,Perfume,1314_Perfume
1315,719,Perfume,1315_Perfume
1316,718,Perfume,1316_Perfume
1317,719,Perfume,1317_Perfume
1318,718,Perfume,1318_Perfume
1319,718,Perfume,1319_Perfume
1320,717,Perfume,1320_Perfume
1321,717,Perfume,1321_Perfume
1322,717,Perfume,1322_Perfume
1323,717,Perfume,1323_Perfume
1324,716,Perfume,1324_Perfume
1325,715,Perfume,1325_Perfume
1326,714,Perfume,1326_Perfume
1327,713,Perfume,1327_Perfume
1328,711,Perfume,1328_Perfume
1329,711,Perfume,1329_Perfume
1330,712,Perfume,1330_Perfume
1331,711,Perfume,1331_Perfume
1332,711,Perfume,1332_Perfume
1333,711,Perfume,1333_Perfume
1334,739,Perfume,1334_Perfume
1335,811,Perfume,1335_Perfume
1336,812,Perfume,1336_Perfume
1337,811,Perfume,1337_Perfume
1338,811,Perfume,1338_Perfume
1339,807,Perfume,1339_Perfume
1340,805,Perfume,1340_Perfume
1341,803,Perfume,1341_Perfume
1342,803,Perfume,1342_Perfume
1343,802,Perfume,1343_Perfume
1344,800,Perfume,1344_Perfume
1345,801,Perfume,1345_Perfume
1346,801,Perfume,1346_Perfume
1347,800,Perfume,1347_Perfume
1348,800,Perfume,1348_Perfume
1349,730,Perfume,1349_Perfume
1350,729,Perfume,1350_Perfume
1351,729,Perfume,1351_Perfume
1352,729,Perfume,1352_Perfume
1353,727,Perfume,1353_Perfume
1354,728,Perfume,1354_Perfume
1355,729,Perfume,1355_Perfume
1356,727,Perfume,1356_Perfume
1357,727,Perfume,1357_Perfume
1358,725,Perfume,1358_Perfume
1359,725,Perfume,1359_Perfume
1360,725,Perfume,1360_Perfume
1361,725,Perfume,1361_Perfume
1362,724,Perfume,1362_Perfume
1363,723,Perfume,1363_Perfume
1364,723,Perfume,1364_Perfume
1365,721,Perfume,1365_Perfume
1366,720,Perfume,1366_Perfume
1367,719,Perfume,1367_Perfume
1368,719,Perfume,1368_Perfume
1369,719,Perfume,1369_Perfume
1370,717,Perfume,1370_Perfume
1371,716,Perfume,1371_Perfume
1372,715,Perfume,1372_Perfume
1373,715,Perfume,1373_Perfume
1374,716,Perfume,1374_Perfume
1375,716,Perfume,1375_Perfume
1376,732,Perfume,1376_Perfume
1377,762,Perfume,1377_Perfume
1378,766,Perfume,1378_Perfume
1379,805,Perfume,1379_Perfume
1380,807,Perfume,1380_Perfume
1381,808,Perfume,1381_Perfume
1382,807,Perfume,1382_Perfume
1383,808,Perfume,1383_Perfume
1384,809,Perfume,1384_Perfume
1385,808,Perfume,1385_Perfume
1386,805,Perfume,1386_Perfume
1387,804,Perfume,1387_Perfume
1388,802,Perfume,1388_Perfume
1389,801,Perfume,1389_Perfume
1390,800,Perfume,1390_Perfume
1391,799,Perfume,1391_Perfume
1392,802,Perfume,1392_Perfume
1393,800,Perfume,1393_Perfume
1394,797,Perfume,1394_Perfume
1395,794,Perfume,1395_Perfume
1396,714,Perfume,1396_Perfume
1397,732,Perfume,1397_Perfume
1398,741,Perfume,1398_Perfume
1399,739,Perfume,1399_Perfume
1400,737,Perfume,1400_Perfume
1401,747,Perfume,1401_Perfume
1402,757,Perfume,1402_Perfume
1403,764,Perfume,1403_Perfume
1404,764,Perfume,1404_Perfume
1405,762,Perfume,1405_Perfume
1406,761,Perfume,1406_Perfume
1407,757,Perfume,1407_Perfume
1408,758,Perfume,1408_Perfume
1409,767,Perfume,1409_Perfume
1410,773,Perfume,1410_Perfume
1411,770,Perfume,1411_Perfume
1412,770,Perfume,1412_Perfume
1413,769,Perfume,1413_Perfume
1414,765,Perfume,1414_Perfume
1415,763,Perfume,1415_Perfume
1416,760,Perfume,1416_Perfume
1417,756,Perfume,1417_Perfume
1418,750,Perfume,1418_Perfume
1419,745,Perfume,1419_Perfume
1420,743,Perfume,1420_Perfume
1421,740,Perfume,1421_Perfume
1422,734,Perfume,1422_Perfume
1423,728,Perfume,1423_Perfume
1424,721,Perfume,1424_Perfume
1425,720,Perfume,1425_Perfume
1426,717,Perfume,1426_Perfume
1427,715,Perfume,1427_Perfume
1428,668,Perfume,1428_Perfume
1429,667,Perfume,1429_Perfume
1430,666,Perfume,1430_Perfume
1431,666,Perfume,1431_Perfume
1432,666,Perfume,1432_Perfume
1433,667,Perfume,1433_Perfume
1434,664,Perfume,1434_Perfume
1435,664,Perfume,1435_Perfume
1436,665,Perfume,1436_Perfume
1437,662,Perfume,1437_Perfume
1438,662,Perfume,1438_Perfume
1439,661,Perfume,1439_Perfume
1440,658,Perfume,1440_Perfume
1441,657,Perfume,1441_Perfume
1442,658,Perfume,1442_Perfume
1443,662,Perfume,1443_Perfume
1444,657,Perfume,1444_Perfume
1445,657,Perfume,1445_Perfume
1446,654,Perfume,1446_Perfume
1447,652,Perfume,1447_Perfume
1448,652,Perfume,1448_Perfume
1449,650,Perfume,1449_Perfume
1450,649,Perfume,1450_Perfume
1451,649,Perfume,1451_Perfume
1452,648,Perfume,1452_Perfume
1453,648,Perfume,1453_Perfume
1454,648,Perfume,1454_Perfume
1455,646,Perfume,1455_Perfume
1456,646,Perfume,1456_Perfume
1457,712,Perfume,1457_Perfume
1458,779,Perfume,1458_Perfume
1459,782,Perfume,1459_Perfume
1460,774,Perfume,1460_Perfume
1461,768,Perfume,1461_Perfume
1462,771,Perfume,1462_Perfume
1463,778,Perfume,1463_Perfume
1464,777,Perfume,1464_Perfume
1465,778,Perfume,1465_Perfume
1466,780,Perfume,1466_Perfume
1467,779,Perfume,1467_Perfume
1468,778,Perfume,1468_Perfume
1469,778,Perfume,1469_Perfume
1470,779,Perfume,1470_Perfume
1471,782,Perfume,1471_Perfume
1472,784,Perfume,1472_Perfume
1473,784,Perfume,1473_Perfume
1474,781,Perfume,1474_Perfume
1475,778,Perfume,1475_Perfume
1476,777,Perfume,1476_Perfume
1477,776,Perfume,1477_Perfume
1478,775,Perfume,1478_Perfume
1479,774,Perfume,1479_Perfume
1480,772,Perfume,1480_Perfume
1481,766,Perfume,1481_Perfume
1482,763,Perfume,1482_Perfume
1483,758,Perfume,1483_Perfume
1484,749,Perfume,1484_Perfume
1485,748,Perfume,1485_Perfume
1486,746,Perfume,1486_Perfume
1487,740,Perfume,1487_Perfume
1488,738,Perfume,1488_Perfume
1489,736,Perfume,1489_Perfume
1490,737,Perfume,1490_Perfume
1491,740,Perfume,1491_Perfume
1492,743,Perfume,1492_Perfume
1493,744,Perfume,1493_Perfume
1494,744,Perfume,1494_Perfume
1495,742,Perfume,1495_Perfume
1496,739,Perfume,1496_Perfume
1497,739,Perfume,1497_Perfume
1498,738,Perfume,1498_Perfume
1499,738,Perfume,1499_Perfume
1500,741,Perfume,1500_Perfume
1501,744,Perfume,1501_Perfume
1502,744,Perfume,1502_Perfume
1503,744,Perfume,1503_Perfume
1504,744,Perfume,1504_Perfume
1505,747,Perfume,1505_Perfume
1506,749,Perfume,1506_Perfume
1507,745,Perfume,1507_Perfume
1508,741,Perfume,1508_Perfume
1509,736,Perfume,1509_Perfume
1510,732,Perfume,1510_Perfume
1511,730,Perfume,1511_Perfume
1512,687,Perfume,1512_Perfume
1513,687,Perfume,1513_Perfume
1514,687,Perfume,1514_Perfume
1515,687,Perfume,1515_Perfume
1516,686,Perfume,1516_Perfume
1517,687,Perfume,1517_Perfume
1518,687,Perfume,1518_Perfume
1519,687,Perfume,1519_Perfume
1520,688,Perfume,1520_Perfume
1521,687,Perfume,1521_Perfume
1522,682,Perfume,1522_Perfume
1523,683,Perfume,1523_Perfume
1524,681,Perfume,1524_Perfume
1525,680,Perfume,1525_Perfume
1526,679,Perfume,1526_Perfume
1527,680,Perfume,1527_Perfume
1528,680,Perfume,1528_Perfume
1529,680,Perfume,1529_Perfume
1530,680,Perfume,1530_Perfume
1531,680,Perfume,1531_Perfume
1532,679,Perfume,1532_Perfume
1533,679,Perfume,1533_Perfume
1534,678,Perfume,1534_Perfume
1535,678,Perfume,1535_Perfume
1536,676,Perfume,1536_Perfume
1537,676,Perfume,1537_Perfume
1538,675,Perfume,1538_Perfume
1539,674,Perfume,1539_Perfume
1540,721,Perfume,1540_Perfume
1541,756,Perfume,1541_Perfume
1542,777,Perfume,1542_Perfume
1543,779,Perfume,1543_Perfume
1544,780,Perfume,1544_Perfume
1545,783,Perfume,1545_Perfume
1546,788,Perfume,1546_Perfume
1547,788,Perfume,1547_Perfume
1548,790,Perfume,1548_Perfume
1549,791,Perfume,1549_Perfume
1550,790,Perfume,1550_Perfume
1551,794,Perfume,1551_Perfume
1552,794,Perfume,1552_Perfume
1553,793,Perfume,1553_Perfume
1554,792,Perfume,1554_Perfume
1555,793,Perfume,1555_Perfume
1556,793,Perfume,1556_Perfume
1557,795,Perfume,1557_Perfume
1558,796,Perfume,1558_Perfume
1559,792,Perfume,1559_Perfume
1560,788,Perfume,1560_Perfume
1561,784,Perfume,1561_Perfume
1562,781,Perfume,1562_Perfume
1563,778,Perfume,1563_Perfume
1564,772,Perfume,1564_Perfume
1565,766,Perfume,1565_Perfume
1566,765,Perfume,1566_Perfume
1567,765,Perfume,1567_Perfume
1568,768,Perfume,1568_Perfume
1569,768,Perfume,1569_Perfume
1570,767,Perfume,1570_Perfume
1571,766,Perfume,1571_Perfume
1572,767,Perfume,1572_Perfume
1573,766,Perfume,1573_Perfume
1574,754,Perfume,1574_Perfume
1575,751,Perfume,1575_Perfume
1576,750,Perfume,1576_Perfume
1577,751,Perfume,1577_Perfume
1578,751,Perfume,1578_Perfume
1579,750,Perfume,1579_Perfume
1580,713,Perfume,1580_Perfume
1581,713,Perfume,1581_Perfume
1582,712,Perfume,1582_Perfume
1583,712,Perfume,1583_Perfume
1584,711,Perfume,1584_Perfume
1585,710,Perfume,1585_Perfume
1586,709,Perfume,1586_Perfume
1587,709,Perfume,1587_Perfume
1588,710,Perfume,1588_Perfume
1589,711,Perfume,1589_Perfume
1590,711,Perfume,1590_Perfume
1591,710,Perfume,1591_Perfume
1592,709,Perfume,1592_Perfume
1593,708,Perfume,1593_Perfume
1594,708,Perfume,1594_Perfume
1595,706,Perfume,1595_Perfume
1596,740,Perfume,1596_Perfume
1597,738,Perfume,1597_Perfume
1598,738,Perfume,1598_Perfume
1599,738,Perfume,1599_Perfume
0,518,Smoke,0_Smoke
1,519,Smoke,1_Smoke
2,518,Smoke,2_Smoke
3,518,Smoke,3_Smoke
4,518,Smoke,4_Smoke
5,522,Smoke,5_Smoke
6,523,Smoke,6_Smoke
7,524,Smoke,7_Smoke
8,523,Smoke,8_Smoke
9,522,Smoke,9_Smoke
10,525,Smoke,10_Smoke
11,530,Smoke,11_Smoke
12,615,Smoke,12_Smoke
13,605,Smoke,13_Smoke
14,595,Smoke,14_Smoke
15,588,Smoke,15_Smoke
16,581,Smoke,16_Smoke
17,575,Smoke,17_Smoke
18,571,Smoke,18_Smoke
19,567,Smoke,19_Smoke
20,563,Smoke,20_Smoke
21,559,Smoke,21_Smoke
22,556,Smoke,22_Smoke
23,553,Smoke,23_Smoke
24,550,Smoke,24_Smoke
25,548,Smoke,25_Smoke
26,546,Smoke,26_Smoke
27,543,Smoke,27_Smoke
28,541,Smoke,28_Smoke
29,551,Smoke,29_Smoke
30,550,Smoke,30_Smoke
31,549,Smoke,31_Smoke
32,548,Smoke,32_Smoke
33,547,Smoke,33_Smoke
34,547,Smoke,34_Smoke
35,546,Smoke,35_Smoke
36,545,Smoke,36_Smoke
37,544,Smoke,37_Smoke
38,538,Smoke,38_Smoke
39,535,Smoke,39_Smoke
40,533,Smoke,40_Smoke
41,532,Smoke,41_Smoke
42,527,Smoke,42_Smoke
43,510,Smoke,43_Smoke
44,517,Smoke,44_Smoke
45,522,Smoke,45_Smoke
46,523,Smoke,46_Smoke
47,523,Smoke,47_Smoke
48,523,Smoke,48_Smoke
49,523,Smoke,49_Smoke
50,523,Smoke,50_Smoke
51,530,Smoke,51_Smoke
52,560,Smoke,52_Smoke
53,592,Smoke,53_Smoke
54,599,Smoke,54_Smoke
55,596,Smoke,55_Smoke
56,592,Smoke,56_Smoke
57,609,Smoke,57_Smoke
58,632,Smoke,58_Smoke
59,628,Smoke,59_Smoke
60,619,Smoke,60_Smoke
61,612,Smoke,61_Smoke
62,605,Smoke,62_Smoke
63,596,Smoke,63_Smoke
64,588,Smoke,64_Smoke
65,582,Smoke,65_Smoke
66,578,Smoke,66_Smoke
67,574,Smoke,67_Smoke
68,571,Smoke,68_Smoke
69,568,Smoke,69_Smoke
70,565,Smoke,70_Smoke
71,563,Smoke,71_Smoke
72,562,Smoke,72_Smoke
73,560,Smoke,73_Smoke
74,558,Smoke,74_Smoke
75,555,Smoke,75_Smoke
76,549,Smoke,76_Smoke
77,519,Smoke,77_Smoke
78,520,Smoke,78_Smoke
79,520,Smoke,79_Smoke
80,522,Smoke,80_Smoke
81,523,Smoke,81_Smoke
82,523,Smoke,82_Smoke
83,522,Smoke,83_Smoke
84,522,Smoke,84_Smoke
85,522,Smoke,85_Smoke
86,522,Smoke,86_Smoke
87,522,Smoke,87_Smoke
88,522,Smoke,88_Smoke
89,522,Smoke,89_Smoke
90,521,Smoke,90_Smoke
91,520,Smoke,91_Smoke
92,520,Smoke,92_Smoke
93,520,Smoke,93_Smoke
94,520,Smoke,94_Smoke
95,520,Smoke,95_Smoke
96,520,Smoke,96_Smoke
97,520,Smoke,97_Smoke
98,522,Smoke,98_Smoke
99,522,Smoke,99_Smoke
100,522,Smoke,100_Smoke
101,522,Smoke,101_Smoke
102,523,Smoke,102_Smoke
103,522,Smoke,103_Smoke
104,536,Smoke,104_Smoke
105,541,Smoke,105_Smoke
106,599,Smoke,106_Smoke
107,645,Smoke,107_Smoke
108,636,Smoke,108_Smoke
109,625,Smoke,109_Smoke
110,616,Smoke,110_Smoke
111,608,Smoke,111_Smoke
112,612,Smoke,112_Smoke
113,654,Smoke,113_Smoke
114,645,Smoke,114_Smoke
115,634,Smoke,115_Smoke
116,625,Smoke,116_Smoke
117,617,Smoke,117_Smoke
118,610,Smoke,118_Smoke
119,606,Smoke,119_Smoke
120,600,Smoke,120_Smoke
121,596,Smoke,121_Smoke
122,592,Smoke,122_Smoke
123,588,Smoke,123_Smoke
124,585,Smoke,124_Smoke
125,581,Smoke,125_Smoke
126,578,Smoke,126_Smoke
127,575,Smoke,127_Smoke
128,572,Smoke,128_Smoke
129,570,Smoke,129_Smoke
130,568,Smoke,130_Smoke
131,565,Smoke,131_Smoke
132,563,Smoke,132_Smoke
133,561,Smoke,133_Smoke
134,559,Smoke,134_Smoke
135,558,Smoke,135_Smoke
136,556,Smoke,136_Smoke
137,555,Smoke,137_Smoke
138,554,Smoke,138_Smoke
139,551,Smoke,139_Smoke
140,550,Smoke,140_Smoke
